iter	RMSE
1513	0.2796575373
1514	0.2796552245
1515	0.2796531347
1516	0.2796519395
1517	0.2796499116
1518	0.2796490567
1519	0.2796483583
1520	0.2796466825
1521	0.2796451709
1522	0.2796435024
1523	0.2796409017
1524	0.2796394941
1525	0.2796388015
1526	0.2796358917
1527	0.2796328858
1528	0.2796307748
1529	0.279628287
1530	0.2796252079
1531	0.2796243749
1532	0.2796224224
1533	0.2796222503
1534	0.2796201676
1535	0.2796188316
1536	0.279617781
1537	0.2796164842
1538	0.2796151399
1539	0.2796148818
1540	0.2796142014
1541	0.2796123041
1542	0.2796100493
1543	0.2796072099
1544	0.2796055803
1545	0.279603811
1546	0.2796033593
1547	0.2796017454
1548	0.279600492
1549	0.2795976921
1550	0.2795949261
1551	0.2795924788
1552	0.2795897156
1553	0.2795894519
1554	0.279586436
1555	0.279584055
1556	0.2795833421
1557	0.2795829129
1558	0.2795820486
1559	0.2795796242
1560	0.2795773317
1561	0.2795724175
1562	0.2795715687
1563	0.2795706
1564	0.2795697905
1565	0.2795692284
1566	0.2795680933
1567	0.279566091
1568	0.2795643543
1569	0.2795632489
1570	0.2795604786
1571	0.2795592737
1572	0.2795570853
1573	0.2795558745
1574	0.2795548444
1575	0.2795500754
1576	0.2795488446
1577	0.279547228
1578	0.2795459699
1579	0.2795446727
1580	0.2795437477
1581	0.2795416243
1582	0.2795403373
1583	0.279539145
1584	0.2795375757
1585	0.2795371463
1586	0.279535461
1587	0.2795335155
1588	0.2795306279
1589	0.2795279254
1590	0.2795263753
1591	0.2795242484
1592	0.2795237043
1593	0.2795218762
1594	0.279519216
1595	0.2795165903
1596	0.279516053
1597	0.2795112681
1598	0.2795107386
1599	0.2795095715
1600	0.2795078701
1601	0.2795059627
1602	0.2795056746
1603	0.2795044516
1604	0.2795037644
1605	0.279500963
1606	0.2795004327
1607	0.279498838
1608	0.2794979176
1609	0.2794957933
1610	0.2794955104
1611	0.2794940387
1612	0.279493405
1613	0.279488732
1614	0.2794874862
1615	0.2794869691
1616	0.2794847717
1617	0.2794836506
1618	0.2794823692
1619	0.2794794226
1620	0.2794789082
1621	0.2794769727
1622	0.2794751149
1623	0.279474201
1624	0.2794740567
1625	0.2794734069
1626	0.2794721552
1627	0.2794702944
1628	0.2794665438
1629	0.279461929
1630	0.2794597668
1631	0.2794576316
1632	0.2794576197
1633	0.2794557684
1634	0.2794545357
1635	0.2794533162
1636	0.2794521683
1637	0.2794515817
1638	0.2794504065
1639	0.2794492413
1640	0.2794483375
1641	0.2794462348
1642	0.2794459302
1643	0.2794441019
1644	0.2794427175
1645	0.2794421621
1646	0.279439616
1647	0.279438954
1648	0.2794385112
1649	0.2794373372
1650	0.2794357079
1651	0.2794311949
1652	0.2794288783
1653	0.2794272702
1654	0.2794267095
1655	0.279425584
1656	0.2794240967
1657	0.2794219719
1658	0.2794189573
1659	0.2794145327
1660	0.2794129851
1661	0.279408618
1662	0.2794083179
1663	0.2794074293
1664	0.2794063042
1665	0.2794057771
1666	0.2794034451
1667	0.2793991349
1668	0.2793965671
1669	0.2793952354
1670	0.279394505
1671	0.2793941849
1672	0.2793899601
1673	0.2793879558
1674	0.2793854504
1675	0.2793834231
1676	0.2793818858
1677	0.2793798313
1678	0.2793777583
1679	0.2793766999
1680	0.2793742264
1681	0.2793729494
1682	0.2793729385
1683	0.279371825
1684	0.2793697814
1685	0.2793684465
1686	0.2793659706
1687	0.2793648432
1688	0.2793630866
1689	0.2793617474
1690	0.2793608788
1691	0.279359476
1692	0.2793585864
1693	0.2793567347
1694	0.2793557908
1695	0.2793546827
1696	0.2793505854
1697	0.279349312
1698	0.2793480994
1699	0.2793466825
1700	0.2793460251
1701	0.2793445242
1702	0.2793442409
1703	0.2793428117
1704	0.2793423527
1705	0.2793418941
1706	0.2793402304
1707	0.279339154
1708	0.2793378778
1709	0.2793368889
1710	0.2793355908
1711	0.2793331777
1712	0.2793326808
1713	0.2793308745
1714	0.2793297691
1715	0.2793286257
1716	0.2793261468
1717	0.2793249088
1718	0.2793233621
1719	0.2793200396
1720	0.2793174988
1721	0.2793168282
1722	0.2793144622
1723	0.279313337
1724	0.2793120904
1725	0.2793098413
1726	0.2793085435
1727	0.2793074612
1728	0.2793054519
1729	0.2793026234
1730	0.2793012128
1731	0.279300557
1732	0.2792992573
1733	0.2792984231
1734	0.2792971819
1735	0.2792960992
1736	0.2792944224
1737	0.2792917586
1738	0.2792912757
1739	0.2792892952
1740	0.2792868605
1741	0.2792863151
1742	0.2792850856
1743	0.2792838633
1744	0.2792818574
1745	0.279279515
1746	0.2792778987
1747	0.2792753302
1748	0.2792741181
1749	0.2792729093
1750	0.2792687388
1751	0.2792651022
1752	0.2792640945
1753	0.2792627145
1754	0.2792607634
1755	0.2792584702
1756	0.2792573904
1757	0.279254807
1758	0.2792522843
1759	0.2792512064
1760	0.279250165
1761	0.2792490961
1762	0.2792486589
1763	0.2792476055
1764	0.2792463018
1765	0.2792454908
1766	0.279243601
1767	0.2792423293
1768	0.2792418601
1769	0.2792396771
1770	0.2792365017
1771	0.2792361776
1772	0.2792343595
1773	0.2792321032
1774	0.2792312245
1775	0.2792304251
1776	0.2792291055
1777	0.2792263999
1778	0.2792249528
1779	0.2792241452
1780	0.2792231652
1781	0.279222132
1782	0.279221893
1783	0.2792195705
1784	0.2792157324
1785	0.2792135115
1786	0.2792122516
1787	0.2792113366
1788	0.2792075729
1789	0.2792065567
1790	0.2792042542
1791	0.2792030166
1792	0.2792022833
1793	0.2792006987
1794	0.279198277
1795	0.2791947985
1796	0.2791934371
1797	0.2791895326
1798	0.2791880255
1799	0.2791856295
1800	0.2791846669
1801	0.2791837038
1802	0.2791834436
1803	0.2791823105
1804	0.2791813117
1805	0.279180295
1806	0.2791779225
1807	0.2791766755
1808	0.2791747427
1809	0.279173443
1810	0.2791724545
1811	0.2791715554
1812	0.2791677093
1813	0.2791668236
1814	0.2791666374
1815	0.27916512
1816	0.2791647963
1817	0.279164023
1818	0.2791637371
1819	0.279163219
1820	0.2791619332
1821	0.2791610686
1822	0.2791596846
1823	0.2791575273
1824	0.2791565064
1825	0.2791546372
1826	0.2791538711
1827	0.2791532439
1828	0.2791524196
1829	0.2791501012
1830	0.2791478047
1831	0.2791468711
1832	0.2791459698
1833	0.2791453463
1834	0.2791442219
1835	0.2791419564
1836	0.2791414957
1837	0.2791407766
1838	0.2791391674
1839	0.2791386616
1840	0.2791369913
1841	0.2791333597
1842	0.2791324114
1843	0.2791313937
1844	0.2791309942
1845	0.2791308659
1846	0.2791302535
1847	0.2791281095
1848	0.2791278207
1849	0.2791240576
1850	0.2791236282
1851	0.279121884
1852	0.2791181695
1853	0.2791160438
1854	0.279114288
1855	0.279112473
1856	0.279110675
1857	0.279108085
1858	0.279106634
1859	0.2791056288
1860	0.2791039105
1861	0.2791029289
1862	0.2791007866
1863	0.2790995658
1864	0.2790991157
1865	0.2790957988
1866	0.2790941137
1867	0.2790924147
1868	0.2790912052
1869	0.2790891107
1870	0.2790881829
1871	0.2790865908
1872	0.2790852105
1873	0.2790841612
1874	0.2790831897
1875	0.279082941
1876	0.2790817666
1877	0.2790806025
1878	0.2790801011
1879	0.2790784421
1880	0.2790732627
1881	0.2790714248
1882	0.2790704069
1883	0.2790696853
1884	0.2790675612
1885	0.2790666292
1886	0.279066111
1887	0.2790655362
1888	0.2790646167
1889	0.2790637884
1890	0.2790623723
1891	0.2790611359
1892	0.279060565
1893	0.2790600578
1894	0.2790587501
1895	0.2790559555
1896	0.2790548763
1897	0.2790538694
1898	0.2790529262
1899	0.2790521191
1900	0.2790517165
1901	0.2790510006
1902	0.2790490815
1903	0.2790479856
1904	0.2790463553
1905	0.2790452902
1906	0.2790432486
1907	0.2790426626
1908	0.2790392106
1909	0.279039069
1910	0.2790369737
1911	0.2790353599
1912	0.2790332825
1913	0.2790298752
1914	0.2790291678
1915	0.2790281078
1916	0.2790271202
1917	0.2790250619
1918	0.279023921
1919	0.2790215901
1920	0.2790205632
1921	0.2790193625
1922	0.2790182384
1923	0.2790165879
1924	0.2790154053
1925	0.2790147867
1926	0.279014392
1927	0.2790131405
1928	0.2790122469
1929	0.2790113323
1930	0.2790102247
1931	0.2790088397
1932	0.2790077775
1933	0.2790069751
1934	0.279005897
1935	0.2790055791
1936	0.27900448
1937	0.2790026788
1938	0.2790021913
1939	0.2790007317
1940	0.2789989461
1941	0.2789986086
1942	0.2789977389
1943	0.2789957348
1944	0.2789943656
1945	0.2789922111
1946	0.2789918148
1947	0.2789892084
1948	0.2789883387
1949	0.2789875809
1950	0.2789837024
1951	0.278982991
1952	0.2789821363
1953	0.2789806155
1954	0.2789797524
1955	0.2789778017
1956	0.2789757566
1957	0.2789746556
1958	0.2789735952
1959	0.2789725208
1960	0.2789705495
1961	0.2789704324
1962	0.278968944
1963	0.2789688277
1964	0.2789669101
1965	0.2789639365
1966	0.2789601226
1967	0.278958436
1968	0.2789573805
1969	0.2789564563
1970	0.278955582
1971	0.2789545876
1972	0.2789536249
1973	0.278951967
1974	0.2789510573
1975	0.2789485298
1976	0.2789474836
1977	0.2789455421
1978	0.2789443601
1979	0.2789433224
1980	0.2789427104
1981	0.2789422508
1982	0.2789395874
1983	0.2789345638
1984	0.2789308915
1985	0.2789276217
1986	0.278927244
1987	0.2789263973
1988	0.2789248619
1989	0.2789227952
1990	0.2789209256
1991	0.2789193977
1992	0.2789180151
1993	0.2789176579
1994	0.2789160238
1995	0.2789147288
1996	0.2789117653
1997	0.2789111123
1998	0.2789102195
1999	0.2789090284
2000	0.2789080051
2001	0.2789067237
2002	0.2789062956
2003	0.2789052821
2004	0.2789049585
2005	0.2789040252
2006	0.2789039299
2007	0.2789021759
2008	0.2788997101
2009	0.2788993202
2010	0.2788992037
2011	0.2788984163
2012	0.2788977881
2013	0.2788945716
2014	0.2788937038
2015	0.2788931994
2016	0.278891134
2017	0.2788898833
2018	0.278888882
2019	0.2788870141
2020	0.2788851751
2021	0.2788843271
2022	0.2788823802
2023	0.2788813887
2024	0.2788803795
2025	0.278878701
2026	0.2788779272
2027	0.2788771186
2028	0.2788761404
2029	0.2788753311
2030	0.2788748265
2031	0.2788724091
2032	0.2788704774
2033	0.2788690454
2034	0.2788681652
2035	0.2788649924
2036	0.2788616691
2037	0.2788606071
2038	0.2788604765
2039	0.2788580057
2040	0.2788574253
2041	0.2788559016
2042	0.2788549333
2043	0.2788537053
2044	0.2788526599
2045	0.2788514486
2046	0.2788497776
2047	0.278849037
2048	0.2788482462
2049	0.2788433314
2050	0.2788425778
2051	0.2788416236
2052	0.2788405917
2053	0.2788397455
2054	0.2788382652
2055	0.2788346255
2056	0.278833119
2057	0.2788318845
2058	0.2788310342
2059	0.2788290676
2060	0.2788267185
2061	0.2788248883
2062	0.2788229077
2063	0.2788210368
2064	0.2788197596
2065	0.2788181362
2066	0.278817825
2067	0.2788164027
2068	0.2788159248
2069	0.2788110839
2070	0.2788086191
2071	0.2788076097
2072	0.278806597
2073	0.2788042869
2074	0.2788033969
2075	0.2788024609
2076	0.2787976842
2077	0.2787952486
2078	0.2787934807
2079	0.2787916346
2080	0.2787905692
2081	0.2787896399
2082	0.2787878152
2083	0.278786894
2084	0.2787854287
2085	0.2787838341
2086	0.2787825611
2087	0.2787807514
2088	0.2787799849
2089	0.2787791652
2090	0.2787774329
2091	0.2787763772
2092	0.2787761513
2093	0.2787744409
2094	0.2787736942
2095	0.2787727048
2096	0.2787723495
2097	0.2787700953
2098	0.2787695352
2099	0.2787692651
2100	0.2787673814
2101	0.2787665835
2102	0.2787651081
2103	0.2787636592
2104	0.2787619531
2105	0.2787608248
2106	0.2787593614
2107	0.2787585056
2108	0.2787537965
2109	0.2787533317
2110	0.2787527662
2111	0.2787518444
2112	0.2787505142
2113	0.2787490315
2114	0.2787456987
2115	0.2787447252
2116	0.2787438984
2117	0.2787422353
2118	0.2787413077
2119	0.2787395262
2120	0.27873828
2121	0.2787373203
2122	0.2787342227
2123	0.2787334778
2124	0.2787322466
2125	0.2787304873
2126	0.2787295885
2127	0.2787265321
2128	0.2787252892
2129	0.2787239928
2130	0.2787230607
2131	0.2787223352
2132	0.2787209314
2133	0.2787180598
2134	0.2787168204
2135	0.2787157516
2136	0.2787148601
2137	0.2787141664
2138	0.2787128687
2139	0.2787117324
2140	0.2787111056
2141	0.2787083816
2142	0.2787067909
2143	0.2787058421
2144	0.2787050121
2145	0.2787035972
2146	0.2787018495
2147	0.2787010602
2148	0.2787003363
2149	0.278699484
2150	0.2786982883
2151	0.2786960584
2152	0.2786948495
2153	0.2786938387
2154	0.2786932443
2155	0.2786918518
2156	0.2786908136
2157	0.2786903557
2158	0.2786888406
2159	0.2786871105
2160	0.2786862378
2161	0.2786860081
2162	0.2786855934
2163	0.2786837813
2164	0.2786820182
2165	0.2786810172
2166	0.2786799133
2167	0.2786791563
2168	0.2786774578
2169	0.2786767448
2170	0.2786750601
2171	0.2786745338
2172	0.2786736902
2173	0.2786719492
2174	0.2786705345
2175	0.2786695942
2176	0.2786681235
2177	0.2786674923
2178	0.2786651722
2179	0.2786634037
2180	0.2786621473
2181	0.2786608737
2182	0.2786585828
2183	0.2786574888
2184	0.2786564073
2185	0.2786535285
2186	0.2786527849
2187	0.2786510864
2188	0.2786505187
2189	0.2786499466
2190	0.2786478074
2191	0.2786455314
2192	0.2786438614
2193	0.2786435392
2194	0.2786412819
2195	0.278640634
2196	0.2786389768
2197	0.2786384394
2198	0.278636336
2199	0.2786358289
2200	0.2786346918
2201	0.2786322167
2202	0.2786309527
2203	0.2786303927
2204	0.2786277268
2205	0.2786249099
2206	0.2786236286
2207	0.2786211916
2208	0.2786190889
2209	0.2786174545
2210	0.2786153814
2211	0.2786147926
2212	0.2786139372
2213	0.2786134456
2214	0.2786130484
2215	0.278612772
2216	0.2786101478
2217	0.2786084767
2218	0.2786070116
2219	0.2786053495
2220	0.278603642
2221	0.2786018028
2222	0.278600843
2223	0.2785999975
2224	0.2785991211
2225	0.278598848
2226	0.2785980559
2227	0.2785974079
2228	0.2785967113
2229	0.2785955887
2230	0.2785931401
2231	0.2785917766
2232	0.2785907068
2233	0.2785891384
2234	0.2785875444
2235	0.2785865122
2236	0.2785848419
2237	0.2785824342
2238	0.2785808074
2239	0.2785798137
2240	0.2785793141
2241	0.278578477
2242	0.2785772747
2243	0.2785756689
2244	0.278571176
2245	0.278570026
2246	0.27856906
2247	0.2785683904
2248	0.2785676232
2249	0.2785674623
2250	0.2785649029
2251	0.2785617156
2252	0.2785601861
2253	0.2785586302
2254	0.2785580149
2255	0.2785570108
2256	0.2785553365
2257	0.2785538371
2258	0.2785525566
2259	0.2785511622
2260	0.2785504448
2261	0.2785492208
2262	0.2785487753
2263	0.2785479548
2264	0.2785469736
2265	0.2785460181
2266	0.2785451935
2267	0.2785443493
2268	0.2785427777
2269	0.2785414935
2270	0.2785401261
2271	0.2785386392
2272	0.2785381441
2273	0.2785367166
2274	0.2785361935
2275	0.2785356757
2276	0.2785342302
2277	0.2785332904
2278	0.2785326224
2279	0.2785301194
2280	0.278528535
2281	0.2785277424
2282	0.2785260891
2283	0.2785257856
2284	0.2785249158
2285	0.2785236634
2286	0.2785224659
2287	0.2785208394
2288	0.2785203078
2289	0.2785192037
2290	0.27851481
2291	0.2785142964
2292	0.2785135761
2293	0.2785129363
2294	0.2785121419
2295	0.2785115019
2296	0.2785110987
2297	0.2785090736
2298	0.278508056
2299	0.2785068319
2300	0.2785063651
2301	0.278504811
2302	0.2785035482
2303	0.2785008893
2304	0.2784995766
2305	0.2784988991
2306	0.2784984645
2307	0.2784960289
2308	0.2784947712
2309	0.2784931838
2310	0.2784926466
2311	0.2784918308
2312	0.2784908177
2313	0.2784899234
2314	0.2784883832
2315	0.2784840768
2316	0.2784826801
2317	0.2784822944
2318	0.2784814829
2319	0.2784809188
2320	0.2784805333
2321	0.2784791725
2322	0.2784780466
2323	0.2784775111
2324	0.2784766165
2325	0.27847578
2326	0.2784750085
2327	0.278473651
2328	0.2784721299
2329	0.2784717445
2330	0.2784707887
2331	0.2784701277
2332	0.2784657785
2333	0.2784651895
2334	0.2784635152
2335	0.278462756
2336	0.2784615255
2337	0.2784602417
2338	0.2784597916
2339	0.2784589898
2340	0.2784563455
2341	0.2784555927
2342	0.2784547433
2343	0.2784545167
2344	0.2784519899
2345	0.2784512193
2346	0.27845023
2347	0.2784489041
2348	0.2784480699
2349	0.2784470407
2350	0.2784464323
2351	0.2784454543
2352	0.2784446912
2353	0.2784427669
2354	0.2784422813
2355	0.278441791
2356	0.2784406865
2357	0.2784395351
2358	0.2784372207
2359	0.278436477
2360	0.2784352724
2361	0.2784338907
2362	0.2784325784
2363	0.2784319384
2364	0.2784318557
2365	0.2784308724
2366	0.2784296295
2367	0.2784293084
2368	0.27842781
2369	0.2784259196
2370	0.2784251838
2371	0.2784240121
2372	0.278422478
2373	0.2784209162
2374	0.278419856
2375	0.2784197325
2376	0.2784186777
2377	0.2784175653
2378	0.2784172238
2379	0.2784157934
2380	0.2784140342
2381	0.2784139306
2382	0.2784134614
2383	0.278413106
2384	0.2784123767
2385	0.2784113293
2386	0.2784104924
2387	0.2784104019
2388	0.2784094647
2389	0.2784085119
2390	0.278407859
2391	0.2784074653
2392	0.2784066876
2393	0.2784055686
2394	0.2784042372
2395	0.2784027689
2396	0.2784020751
2397	0.2784019943
2398	0.2784005381
2399	0.2783986851
2400	0.2783979418
2401	0.278397328
2402	0.2783964609
2403	0.2783952702
2404	0.2783947042
2405	0.2783943483
2406	0.2783933893
2407	0.2783919477
2408	0.2783911519
2409	0.278390208
2410	0.278389756
2411	0.2783891845
2412	0.2783884763
2413	0.278387532
2414	0.2783850955
2415	0.2783843925
2416	0.2783829643
2417	0.2783826844
2418	0.2783822177
2419	0.2783812887
2420	0.2783808018
2421	0.2783788565
2422	0.2783763905
2423	0.2783759435
2424	0.2783744488
2425	0.278373552
2426	0.2783717993
2427	0.27837089
2428	0.2783706853
2429	0.2783697092
2430	0.2783673128
2431	0.2783668447
2432	0.2783653937
2433	0.2783646979
2434	0.2783645154
2435	0.2783631796
2436	0.2783625832
2437	0.278361062
2438	0.2783601439
2439	0.2783590051
2440	0.2783576038
2441	0.2783561033
2442	0.2783547133
2443	0.2783532324
2444	0.2783526415
2445	0.278352303
2446	0.278351066
2447	0.2783502628
2448	0.2783496746
2449	0.2783482958
2450	0.278345562
2451	0.278344892
2452	0.2783442158
2453	0.2783430882
2454	0.278342607
2455	0.2783418654
2456	0.2783413482
2457	0.2783399026
2458	0.2783377091
2459	0.2783364644
2460	0.278335573
2461	0.2783350232
2462	0.2783345687
2463	0.2783332125
2464	0.2783320663
2465	0.2783311907
2466	0.2783299736
2467	0.2783283862
2468	0.2783275564
2469	0.2783262137
2470	0.2783243852
2471	0.2783223761
2472	0.2783216574
2473	0.2783203249
2474	0.2783193328
2475	0.2783180105
2476	0.2783174138
2477	0.2783168907
2478	0.2783161763
2479	0.278315567
2480	0.2783145809
2481	0.2783121888
2482	0.2783110877
2483	0.2783105512
2484	0.2783094375
2485	0.2783065233
2486	0.2783048186
2487	0.278302464
2488	0.2783000113
2489	0.2782986017
2490	0.2782979525
2491	0.2782974825
2492	0.2782967344
2493	0.2782961424
2494	0.27829516
2495	0.2782945155
2496	0.2782937077
2497	0.2782928399
2498	0.2782920226
2499	0.2782917443
2500	0.2782904366
2501	0.2782899262
2502	0.2782884059
2503	0.2782874222
2504	0.2782861752
2505	0.2782847565
2506	0.2782844931
2507	0.2782839073
2508	0.2782830845
2509	0.27828161
2510	0.2782792806
2511	0.2782791834
2512	0.2782787219
2513	0.2782745664
2514	0.2782732696
2515	0.2782724623
2516	0.2782719486
2517	0.278271223
2518	0.2782710683
2519	0.2782699379
2520	0.2782697841
2521	0.2782687122
2522	0.2782686376
2523	0.2782680466
2524	0.2782662858
2525	0.2782648987
2526	0.2782643458
2527	0.278263542
2528	0.2782626296
2529	0.2782615624
2530	0.2782609516
2531	0.2782597886
2532	0.2782588972
2533	0.2782580779
2534	0.2782575595
2535	0.2782568685
2536	0.2782558126
2537	0.2782553774
2538	0.2782545133
2539	0.2782536621
2540	0.2782522512
2541	0.2782509739
2542	0.2782502029
2543	0.2782496648
2544	0.2782477435
2545	0.2782471598
2546	0.2782458933
2547	0.2782447798
2548	0.2782424465
2549	0.2782403461
2550	0.2782400038
2551	0.2782393012
2552	0.2782380638
2553	0.2782371496
2554	0.278236001
2555	0.2782348484
2556	0.2782340267
2557	0.2782327784
2558	0.2782321361
2559	0.2782313995
2560	0.2782305359
2561	0.27823013
2562	0.2782298211
2563	0.2782288546
2564	0.2782285777
2565	0.2782281328
2566	0.2782269891
2567	0.2782264256
2568	0.2782252538
2569	0.2782243476
2570	0.2782237992
2571	0.2782224578
2572	0.2782215936
2573	0.2782212966
2574	0.2782206408
2575	0.2782196923
2576	0.278217933
2577	0.2782168435
2578	0.2782159
2579	0.2782140843
2580	0.2782135685
2581	0.2782131489
2582	0.2782127339
2583	0.2782113692
2584	0.2782110179
2585	0.2782102842
2586	0.2782098406
2587	0.2782092184
2588	0.2782068547
2589	0.2782062229
2590	0.2782057287
2591	0.2782044121
2592	0.2782032826
2593	0.2782020411
2594	0.2782009466
2595	0.2782006275
2596	0.2781995721
2597	0.2781992664
2598	0.278198635
2599	0.278198019
2600	0.2781970752
2601	0.2781962812
2602	0.2781940128
2603	0.2781937396
2604	0.2781932065
2605	0.2781919813
2606	0.2781913071
2607	0.278190029
2608	0.2781893696
2609	0.2781889158
2610	0.2781878783
2611	0.2781875923
2612	0.2781869748
2613	0.2781858878
2614	0.2781850559
2615	0.2781845288
2616	0.2781832124
2617	0.2781827654
2618	0.2781822652
2619	0.2781800431
2620	0.2781791052
2621	0.2781771024
2622	0.2781757668
2623	0.2781755233
2624	0.2781753287
2625	0.278174937
2626	0.2781737266
2627	0.2781736273
2628	0.2781733536
2629	0.2781710375
2630	0.2781699799
2631	0.2781687782
2632	0.2781677184
2633	0.278167008
2634	0.2781669314
2635	0.2781667378
2636	0.2781656608
2637	0.2781652208
2638	0.2781649711
2639	0.2781636571
2640	0.2781627168
2641	0.2781616618
2642	0.278160604
2643	0.2781589492
2644	0.2781583814
2645	0.2781567513
2646	0.2781563501
2647	0.2781557517
2648	0.2781546597
2649	0.2781528966
2650	0.2781509468
2651	0.2781502388
2652	0.2781492005
2653	0.2781484714
2654	0.2781480451
2655	0.2781457845
2656	0.2781449957
2657	0.2781442147
2658	0.2781439394
2659	0.2781427501
2660	0.2781419784
2661	0.2781416013
2662	0.2781402917
2663	0.2781392249
2664	0.2781380452
2665	0.2781376986
2666	0.2781374043
2667	0.2781369149
2668	0.2781365574
2669	0.2781358006
2670	0.2781329886
2671	0.2781318437
2672	0.2781312505
2673	0.278131185
2674	0.2781300306
2675	0.2781287462
2676	0.2781271497
2677	0.2781268834
2678	0.2781265174
2679	0.278126291
2680	0.2781252277
2681	0.2781243549
2682	0.2781236191
2683	0.2781225585
2684	0.2781220512
2685	0.2781210985
2686	0.2781199483
2687	0.2781190921
2688	0.2781183236
2689	0.2781175623
2690	0.2781168711
2691	0.2781164255
2692	0.2781156785
2693	0.2781135148
2694	0.2781128631
2695	0.2781116979
2696	0.2781104283
2697	0.2781092023
2698	0.2781079374
2699	0.2781061256
2700	0.2781058534
2701	0.2781048534
2702	0.2781046679
2703	0.2781036274
2704	0.2781028731
2705	0.2781026246
2706	0.2781019305
2707	0.2781010851
2708	0.278100615
2709	0.2780996414
2710	0.2780989727
2711	0.2780976841
2712	0.2780970428
2713	0.278093141
2714	0.2780926441
2715	0.2780918829
2716	0.278088026
2717	0.2780858313
2718	0.2780842522
2719	0.2780829108
2720	0.2780817316
2721	0.2780810942
2722	0.2780799489
2723	0.2780788427
2724	0.2780760674
2725	0.2780753333
2726	0.2780744285
2727	0.2780736498
2728	0.2780718761
2729	0.2780709376
2730	0.2780696685
2731	0.2780689993
2732	0.278068032
2733	0.2780672785
2734	0.2780661458
2735	0.2780649261
2736	0.2780639704
2737	0.2780638206
2738	0.2780629848
2739	0.2780623213
2740	0.2780611194
2741	0.2780606968
2742	0.278059902
2743	0.2780591027
2744	0.2780580538
2745	0.2780555572
2746	0.2780545533
2747	0.2780539827
2748	0.2780528655
2749	0.2780522998
2750	0.278051959
2751	0.2780518982
2752	0.2780507096
2753	0.2780491866
2754	0.27804906
2755	0.2780481258
2756	0.2780475649
2757	0.278047037
2758	0.2780463769
2759	0.2780456436
2760	0.2780452953
2761	0.2780445891
2762	0.2780428543
2763	0.2780422678
2764	0.2780418328
2765	0.2780414451
2766	0.278040464
2767	0.2780384304
2768	0.2780379803
2769	0.2780368113
2770	0.2780338924
2771	0.2780331354
2772	0.2780328848
2773	0.2780317435
2774	0.2780315658
2775	0.2780310727
2776	0.2780300132
2777	0.278029001
2778	0.278028395
2779	0.2780270005
2780	0.2780263869
2781	0.2780257469
2782	0.2780248608
2783	0.2780237655
2784	0.2780229907
2785	0.2780225488
2786	0.2780213969
2787	0.2780205186
2788	0.2780191552
2789	0.2780179177
2790	0.2780173861
2791	0.2780166109
2792	0.2780161421
2793	0.2780156407
2794	0.2780140234
2795	0.2780128414
2796	0.2780111531
2797	0.2780107776
2798	0.2780099102
2799	0.2780096098
2800	0.2780089206
2801	0.2780082988
2802	0.2780075988
2803	0.278007384
2804	0.2780067856
2805	0.2780055139
2806	0.2780048685
2807	0.2780046261
2808	0.2780037845
2809	0.2780035305
2810	0.2780031009
2811	0.2780021865
2812	0.2780011092
2813	0.2780006882
2814	0.2779996266
2815	0.2779994111
2816	0.2779987317
2817	0.2779975551
2818	0.2779971055
2819	0.2779966286
2820	0.2779948472
2821	0.2779937935
2822	0.2779932532
2823	0.2779924708
2824	0.2779917963
2825	0.2779914214
2826	0.2779905363
2827	0.2779887834
2828	0.2779876232
2829	0.277987409
2830	0.2779869406
2831	0.2779848754
2832	0.2779838848
2833	0.277983452
2834	0.2779830064
2835	0.2779803627
2836	0.2779795318
2837	0.2779791102
2838	0.2779785785
2839	0.2779765478
2840	0.2779761733
2841	0.2779751836
2842	0.2779738418
2843	0.2779733845
2844	0.2779719083
2845	0.2779682379
2846	0.2779672568
2847	0.2779662405
2848	0.277964118
2849	0.2779630327
2850	0.277962081
2851	0.2779617395
2852	0.2779610763
2853	0.2779609264
2854	0.2779606827
2855	0.2779599569
2856	0.2779589152
2857	0.277958027
2858	0.2779571478
2859	0.2779552828
2860	0.2779549035
2861	0.2779544841
2862	0.2779535163
2863	0.2779530403
2864	0.2779519718
2865	0.2779498742
2866	0.2779493308
2867	0.2779491721
2868	0.2779478391
2869	0.2779476161
2870	0.277947204
2871	0.2779463651
2872	0.2779456315
2873	0.277944577
2874	0.2779408667
2875	0.2779400439
2876	0.2779396853
2877	0.277938251
2878	0.2779371169
2879	0.2779365538
2880	0.2779361095
2881	0.2779358597
2882	0.2779354817
2883	0.2779349802
2884	0.2779347553
2885	0.2779342917
2886	0.2779336656
2887	0.2779330705
2888	0.2779325268
2889	0.2779318835
2890	0.2779316135
2891	0.2779312742
2892	0.2779304073
2893	0.277928958
2894	0.277928396
2895	0.2779279868
2896	0.2779266796
2897	0.2779262672
2898	0.2779261974
2899	0.2779255672
2900	0.2779235063
2901	0.2779226342
2902	0.277922139
2903	0.2779215188
2904	0.2779208636
2905	0.2779199264
2906	0.2779189203
2907	0.277918294
2908	0.2779178634
2909	0.2779170614
2910	0.2779160794
2911	0.2779151535
2912	0.2779137721
2913	0.2779128818
2914	0.2779124324
2915	0.2779120604
2916	0.2779112277
2917	0.2779098001
2918	0.277909293
2919	0.277908572
2920	0.27790765
2921	0.2779056924
2922	0.2779051446
2923	0.2779046549
2924	0.2779045206
2925	0.2779037491
2926	0.2779016437
