iter	RMSE
332	0.2821079874
333	0.2821053167
334	0.28210213
335	0.2820998235
336	0.2820959314
337	0.282095809
338	0.2820935362
339	0.282091666
340	0.282088205
341	0.2820833621
342	0.2820794239
343	0.2820759672
344	0.2820686625
345	0.2820654637
346	0.2820651566
347	0.2820629483
348	0.2820613908
349	0.2820608208
350	0.2820581929
351	0.2820532714
352	0.2820503617
353	0.2820491351
354	0.2820480499
355	0.2820413103
356	0.2820399385
357	0.2820348692
358	0.2820313719
359	0.2820260004
360	0.2820258058
361	0.2820208241
362	0.2820180858
363	0.282016823
364	0.2820160647
365	0.2820131031
366	0.2820096933
367	0.2820050192
368	0.2820048744
369	0.2819984397
370	0.2819958411
371	0.2819928744
372	0.2819907328
373	0.2819891079
374	0.2819853664
375	0.2819818265
376	0.2819784095
377	0.281977073
378	0.281974108
379	0.2819707559
380	0.2819633821
381	0.2819599227
382	0.2819598184
383	0.281958082
384	0.2819550876
385	0.2819513934
386	0.2819462854
387	0.2819449767
388	0.2819443384
389	0.2819410659
390	0.2819384317
391	0.2819380046
392	0.2819361556
393	0.2819316536
394	0.2819306119
395	0.2819290236
396	0.2819222019
397	0.2819217114
398	0.2819193719
399	0.2819161648
400	0.2819141828
401	0.2819138404
402	0.2819129268
403	0.2819107687
404	0.2819102165
405	0.2819082464
406	0.2819061887
407	0.2819005647
408	0.2818977339
409	0.2818946065
410	0.2818903163
411	0.2818878911
412	0.2818867039
413	0.2818841778
414	0.2818757654
415	0.2818739365
416	0.2818723954
417	0.2818712463
418	0.2818689097
419	0.2818662656
420	0.2818623188
421	0.2818620073
422	0.2818594148
423	0.2818572893
424	0.2818572889
425	0.2818540971
426	0.2818506648
427	0.2818487226
428	0.2818447047
429	0.2818421612
430	0.2818390673
431	0.2818361102
432	0.2818347989
433	0.2818318551
434	0.2818256591
435	0.2818217966
436	0.2818192887
437	0.2818139108
438	0.2818121913
439	0.2818073961
440	0.2818051864
441	0.2818021874
442	0.2817943605
443	0.2817916508
444	0.2817877146
445	0.2817838685
446	0.2817812487
447	0.2817775237
448	0.2817767268
449	0.2817717105
450	0.2817678876
451	0.2817648977
452	0.2817595031
453	0.2817579138
454	0.281753572
455	0.2817489518
456	0.2817473033
457	0.281744453
458	0.2817415836
459	0.2817400066
460	0.2817384259
461	0.2817376802
462	0.2817347639
463	0.2817325305
464	0.2817304971
465	0.2817285499
466	0.2817244383
467	0.2817230621
468	0.2817206691
469	0.2817205357
470	0.2817177903
471	0.2817123309
472	0.281708564
473	0.2817070718
474	0.2817020093
475	0.2816976675
476	0.2816943331
477	0.2816926718
478	0.2816907136
479	0.2816886545
480	0.2816868335
481	0.2816831343
482	0.2816792285
483	0.2816751601
484	0.2816744598
485	0.2816714899
486	0.2816697891
487	0.2816651711
488	0.2816611406
489	0.2816602724
490	0.2816584629
491	0.2816584508
492	0.2816560133
493	0.2816534421
494	0.2816518799
495	0.2816501922
496	0.2816484112
497	0.2816453533
498	0.2816418708
499	0.281639368
500	0.2816373767
501	0.2816359251
502	0.2816345355
503	0.2816322705
504	0.2816265492
505	0.2816240636
506	0.2816203772
507	0.2816153779
508	0.281613483
509	0.2816108289
510	0.281608724
511	0.2816084516
512	0.2816065254
513	0.2816052263
514	0.281603516
515	0.2816019134
516	0.2815999412
517	0.2815969192
518	0.2815943387
519	0.2815904697
520	0.2815861147
521	0.2815821456
522	0.2815775982
523	0.2815764539
524	0.2815721182
525	0.2815676464
526	0.2815642428
527	0.2815639645
528	0.2815603005
529	0.281557551
530	0.2815546308
531	0.2815532403
532	0.2815496161
533	0.2815456626
534	0.2815433623
535	0.2815420789
536	0.2815405047
537	0.2815381454
538	0.2815354763
539	0.2815332823
540	0.2815284888
541	0.2815261077
542	0.2815244679
543	0.2815218716
544	0.2815203546
545	0.2815185889
546	0.2815163012
547	0.2815106158
548	0.2815087866
549	0.2815069178
550	0.2815068747
551	0.2815042209
552	0.2815030423
553	0.2814998349
554	0.2814998153
555	0.2814956027
556	0.2814940907
557	0.2814925244
558	0.2814891284
559	0.2814871789
560	0.281482067
561	0.2814775411
562	0.2814720853
563	0.2814702401
564	0.2814669689
565	0.2814669493
566	0.2814631341
567	0.281460338
568	0.2814589573
569	0.2814568449
570	0.2814516394
571	0.2814502448
572	0.2814502395
573	0.2814487064
574	0.2814472379
575	0.281445528
576	0.2814431258
577	0.2814405312
578	0.28143842
579	0.2814347913
580	0.2814306238
581	0.2814299933
582	0.2814278395
583	0.2814260701
584	0.2814234433
585	0.2814210604
586	0.2814165412
587	0.2814148639
588	0.2814086958
589	0.281403373
590	0.2814012616
591	0.2813987125
592	0.2813968009
593	0.2813954049
594	0.2813945425
595	0.2813932182
596	0.2813928782
597	0.2813912018
598	0.2813890764
599	0.2813873024
600	0.281383434
601	0.281377791
602	0.2813766002
603	0.2813719808
604	0.2813701657
605	0.281367172
606	0.281365335
607	0.2813640784
608	0.2813590533
609	0.2813574883
610	0.2813530554
611	0.2813526724
612	0.2813513685
613	0.2813503887
614	0.2813483226
615	0.2813476802
616	0.2813428455
617	0.2813422722
618	0.2813421823
619	0.2813391159
620	0.2813350989
621	0.2813332014
622	0.2813326744
623	0.2813325118
624	0.2813304558
625	0.2813281155
626	0.2813264997
627	0.2813240372
628	0.2813219651
629	0.2813212439
630	0.2813211121
631	0.2813191055
632	0.2813166213
633	0.2813141698
634	0.2813118511
635	0.2813089551
636	0.2813089465
637	0.2813089012
638	0.2813047773
639	0.2813008188
640	0.2812975101
641	0.2812945859
642	0.2812906525
643	0.2812898084
644	0.2812886146
645	0.2812846393
646	0.2812791636
647	0.2812781398
648	0.2812759255
649	0.2812689147
650	0.2812678083
651	0.2812668141
652	0.281263635
653	0.2812607423
654	0.2812607303
655	0.2812580388
656	0.2812580273
657	0.2812556827
658	0.2812541314
659	0.2812538951
660	0.2812523001
661	0.2812506452
662	0.2812492875
663	0.2812463422
664	0.2812450356
665	0.2812418197
666	0.2812397029
667	0.2812380075
668	0.2812369914
669	0.2812335808
670	0.2812330443
671	0.2812313562
672	0.2812302303
673	0.2812301154
674	0.2812286818
675	0.2812252132
676	0.2812249626
677	0.2812234115
678	0.2812196285
679	0.2812194712
680	0.2812178132
681	0.2812173312
682	0.2812167005
683	0.2812152201
684	0.2812132434
685	0.2812128467
686	0.2812081719
687	0.2812072446
688	0.2812052854
689	0.281203358
690	0.2812024391
691	0.2811993165
692	0.2811982496
693	0.2811968388
694	0.2811959672
695	0.2811959323
696	0.2811958676
697	0.2811940251
698	0.2811876667
699	0.2811870935
700	0.2811858114
701	0.2811839679
702	0.2811826414
703	0.2811814364
704	0.2811810297
705	0.2811798382
706	0.2811783319
707	0.2811761011
708	0.2811728226
709	0.2811695161
710	0.2811679747
711	0.2811663798
712	0.2811645688
713	0.2811634818
714	0.281161685
715	0.2811579373
716	0.2811555562
717	0.2811549398
718	0.2811521504
719	0.2811508589
720	0.2811490504
721	0.2811470179
722	0.2811456867
723	0.2811440445
724	0.281143169
725	0.2811417032
726	0.2811389063
727	0.2811359737
728	0.2811347124
729	0.2811320652
730	0.281129751
731	0.2811282169
732	0.2811263201
733	0.2811241955
734	0.2811241815
735	0.2811211962
736	0.2811201795
737	0.2811154692
738	0.2811135926
739	0.2811135875
740	0.2811116048
741	0.2811115913
742	0.2811110892
743	0.2811110549
744	0.2811096584
745	0.2811082774
746	0.2811074054
747	0.2811062268
748	0.2810993545
749	0.2810990087
750	0.2810956442
751	0.2810936468
752	0.2810912186
753	0.2810889432
754	0.2810880671
755	0.2810869028
756	0.2810834328
757	0.2810818519
758	0.2810809541
759	0.2810809136
760	0.2810791863
761	0.2810781426
762	0.2810762225
763	0.2810750091
764	0.2810726094
765	0.2810726015
766	0.281068274
767	0.2810668841
768	0.2810644555
769	0.281062843
770	0.2810605744
771	0.281060092
772	0.2810599448
773	0.281056243
774	0.2810554139
775	0.2810530308
776	0.2810483756
777	0.2810472956
778	0.2810463564
779	0.2810443267
780	0.2810439364
781	0.2810430988
782	0.2810381372
783	0.281037774
784	0.281035547
785	0.2810311016
786	0.2810301399
787	0.2810292487
788	0.281027741
789	0.2810247624
790	0.2810221981
791	0.2810213798
792	0.2810213672
793	0.2810193199
794	0.281016905
795	0.2810154437
796	0.281010436
797	0.2810072858
798	0.2810063511
799	0.281002339
800	0.2809998565
801	0.2809996387
802	0.2809961394
803	0.2809916216
804	0.2809901454
805	0.2809894581
806	0.2809886668
807	0.2809873357
808	0.2809865679
809	0.2809859725
810	0.2809836897
811	0.2809827028
812	0.2809817005
813	0.2809795586
814	0.2809780606
815	0.2809756076
816	0.2809726454
817	0.2809712356
818	0.2809675185
819	0.2809661829
820	0.2809638216
821	0.2809615821
822	0.2809588795
823	0.2809548121
824	0.2809531253
825	0.2809501844
826	0.2809468064
827	0.2809447826
828	0.2809438164
829	0.280943345
830	0.2809414035
831	0.2809388604
832	0.280937364
833	0.2809370655
834	0.2809309225
835	0.2809270854
836	0.2809259205
837	0.2809251013
838	0.2809226028
839	0.2809222164
840	0.2809199643
841	0.2809186916
842	0.2809167319
843	0.2809137992
844	0.2809134644
845	0.2809121541
846	0.2809092691
847	0.2809075803
848	0.2809072831
849	0.2809043277
850	0.2809024001
851	0.2808985522
852	0.2808956383
853	0.2808942839
854	0.2808915731
855	0.2808908099
856	0.2808886083
857	0.2808875927
858	0.2808859941
859	0.2808830505
860	0.2808810014
861	0.2808788626
862	0.2808749895
863	0.2808733451
864	0.2808715955
865	0.2808706147
866	0.2808671133
867	0.2808659227
868	0.2808659226
869	0.2808620005
870	0.2808602621
871	0.2808562992
872	0.2808551767
873	0.2808547485
874	0.2808533801
875	0.2808517132
876	0.2808477974
877	0.2808475656
878	0.2808450625
879	0.2808432405
880	0.2808399892
881	0.2808364101
882	0.2808346965
883	0.2808334335
884	0.280831915
885	0.2808317169
886	0.2808315494
887	0.2808286812
888	0.2808277128
889	0.2808253747
890	0.2808238823
891	0.2808218997
892	0.2808204078
893	0.2808194985
894	0.2808182665
895	0.2808168115
896	0.2808152213
897	0.2808133931
898	0.2808125719
899	0.280806154
900	0.2808025659
901	0.2808006055
902	0.2807986113
903	0.2807974987
904	0.2807961612
905	0.2807927647
906	0.2807908465
907	0.2807898484
908	0.2807889687
909	0.2807872249
910	0.2807862134
911	0.2807821566
912	0.2807796403
913	0.2807770669
914	0.2807749805
915	0.2807717961
916	0.2807708583
917	0.280769055
918	0.2807658401
919	0.2807633618
920	0.2807624894
921	0.2807617365
922	0.2807613657
923	0.2807608132
924	0.2807593629
925	0.2807575271
926	0.2807565937
927	0.2807549215
928	0.2807513201
929	0.2807498359
930	0.2807461136
931	0.2807429847
932	0.2807397526
933	0.2807396588
934	0.2807396523
935	0.2807396205
936	0.2807394844
937	0.2807379167
938	0.2807372241
939	0.2807343071
940	0.2807326658
941	0.2807315514
942	0.2807308202
943	0.2807272931
944	0.2807263416
945	0.2807254053
946	0.280725337
947	0.2807230708
948	0.2807218955
949	0.2807207773
950	0.2807201447
951	0.2807185475
952	0.2807178306
953	0.2807168802
954	0.2807114069
955	0.2807062336
956	0.280705131
957	0.2807011286
958	0.2806995851
959	0.2806962932
960	0.280693332
961	0.2806926195
962	0.280691249
963	0.2806884081
964	0.2806866707
965	0.2806820589
966	0.2806810146
967	0.2806801503
968	0.2806801046
969	0.2806772909
970	0.2806703919
971	0.2806675455
972	0.2806675187
973	0.2806654328
974	0.280661901
975	0.2806602194
976	0.2806602162
977	0.2806592825
978	0.2806578483
979	0.2806551888
980	0.2806549937
981	0.280654756
982	0.2806520665
983	0.2806510775
984	0.2806475512
985	0.2806454459
986	0.2806446375
987	0.2806437258
988	0.2806420601
989	0.280640965
990	0.2806399354
991	0.2806398513
992	0.2806382256
993	0.280636703
994	0.2806357652
995	0.2806337765
996	0.2806270542
997	0.2806266472
998	0.2806247816
999	0.2806220101
1000	0.2806206132
1001	0.2806181148
1002	0.2806142161
1003	0.2806113784
1004	0.2806095623
1005	0.2806067505
1006	0.2806055119
1007	0.2806040117
1008	0.28060032
1009	0.2805993338
1010	0.2805964957
1011	0.280594563
1012	0.2805922941
1013	0.2805885263
1014	0.2805830702
1015	0.2805818375
1016	0.2805802088
1017	0.2805775536
1018	0.2805759318
1019	0.2805735432
1020	0.2805735168
1021	0.2805705853
1022	0.2805696575
1023	0.280568368
1024	0.2805675599
1025	0.2805662778
1026	0.2805635762
1027	0.2805612723
1028	0.2805592555
1029	0.2805587665
1030	0.2805569415
1031	0.280555476
1032	0.2805534526
1033	0.2805517285
1034	0.2805494336
1035	0.2805477912
1036	0.2805468482
1037	0.2805439006
1038	0.2805428265
1039	0.2805399836
1040	0.2805368514
1041	0.2805308021
1042	0.2805275541
1043	0.2805253109
1044	0.2805231091
1045	0.2805204933
1046	0.2805198477
1047	0.2805182104
1048	0.2805168726
1049	0.2805149395
1050	0.2805120881
1051	0.2805114486
1052	0.280509237
1053	0.2805051406
1054	0.2805008184
1055	0.280494511
1056	0.2804931979
1057	0.2804871332
1058	0.2804847
1059	0.2804838145
1060	0.2804829577
1061	0.2804808076
1062	0.2804792356
1063	0.2804772815
1064	0.2804757484
1065	0.2804744641
1066	0.280471631
1067	0.2804709689
1068	0.2804696589
1069	0.2804676908
1070	0.280465691
1071	0.2804642545
1072	0.280461943
1073	0.2804590665
1074	0.2804574686
1075	0.2804545834
1076	0.2804516487
1077	0.2804492002
1078	0.2804488006
1079	0.2804486537
1080	0.2804457799
1081	0.2804451735
1082	0.2804425213
1083	0.2804394513
1084	0.2804363578
1085	0.2804361671
1086	0.2804354707
1087	0.2804348535
1088	0.2804338193
1089	0.2804311273
1090	0.2804280799
1091	0.2804248535
1092	0.2804232694
1093	0.2804218106
1094	0.2804194325
1095	0.2804158992
1096	0.2804145261
1097	0.2804128878
1098	0.2804116806
1099	0.2804091286
1100	0.2804085338
1101	0.280404523
1102	0.2804033801
1103	0.2804023728
1104	0.2804002908
1105	0.2803987995
1106	0.2803955221
1107	0.2803937003
1108	0.2803923909
1109	0.2803902062
1110	0.2803865457
1111	0.2803849125
1112	0.2803832065
1113	0.2803809864
1114	0.2803788222
1115	0.2803780862
1116	0.2803761282
1117	0.2803751697
1118	0.2803744017
1119	0.280373816
1120	0.2803737933
1121	0.2803720849
1122	0.280372061
1123	0.2803702757
1124	0.2803686061
1125	0.2803677506
1126	0.2803650678
1127	0.2803646978
1128	0.2803606382
1129	0.2803595117
1130	0.2803585689
1131	0.2803566305
1132	0.2803554748
1133	0.2803529366
1134	0.2803520499
1135	0.2803502042
1136	0.2803475571
1137	0.2803464698
1138	0.2803436818
1139	0.2803422391
1140	0.2803403691
1141	0.280336189
1142	0.2803346696
1143	0.28033284
1144	0.2803303096
1145	0.2803281567
1146	0.2803261033
1147	0.280325087
1148	0.2803235097
1149	0.2803228206
1150	0.2803188003
1151	0.2803165208
1152	0.2803148116
1153	0.2803125131
1154	0.2803119242
1155	0.2803102986
1156	0.2803102712
1157	0.2803085206
1158	0.2803059448
1159	0.280305219
1160	0.2803018259
1161	0.2802994352
1162	0.2802975302
1163	0.2802935285
1164	0.2802909291
1165	0.2802897561
1166	0.2802869018
1167	0.2802827352
1168	0.2802797951
1169	0.2802758355
1170	0.2802724643
1171	0.2802717258
1172	0.2802667565
1173	0.2802643809
1174	0.2802637245
1175	0.2802620632
1176	0.280260646
1177	0.2802596484
1178	0.2802585814
1179	0.2802571692
1180	0.2802541764
1181	0.2802528208
1182	0.280250333
1183	0.2802492507
1184	0.2802466065
1185	0.2802445554
1186	0.2802416881
1187	0.2802400556
1188	0.2802377363
1189	0.2802370769
1190	0.2802368535
1191	0.2802351963
1192	0.2802329688
1193	0.2802311536
1194	0.2802288855
1195	0.2802249925
1196	0.2802213211
1197	0.2802199763
1198	0.2802193275
1199	0.2802154102
1200	0.2802130816
1201	0.2802117414
1202	0.2802098206
1203	0.280209795
1204	0.280208643
1205	0.2802053926
1206	0.2802021866
1207	0.2802008885
1208	0.2801991123
1209	0.2801968781
1210	0.2801958707
1211	0.2801898495
1212	0.2801887905
1213	0.2801875268
1214	0.280185987
1215	0.280184163
1216	0.2801830235
1217	0.2801794895
1218	0.2801772522
1219	0.2801745657
1220	0.2801738334
1221	0.2801725569
1222	0.2801696961
1223	0.2801680166
1224	0.2801652014
1225	0.2801646774
1226	0.2801631317
1227	0.2801613051
1228	0.2801600725
1229	0.2801580924
1230	0.2801561002
1231	0.2801543168
1232	0.2801526772
1233	0.2801499607
1234	0.2801484083
1235	0.2801478683
1236	0.2801465894
1237	0.2801446343
1238	0.2801421678
1239	0.2801416428
1240	0.2801403031
1241	0.2801357277
1242	0.2801347289
1243	0.2801309082
1244	0.2801289102
1245	0.2801288921
1246	0.2801273344
1247	0.2801259763
1248	0.2801259582
1249	0.2801254432
1250	0.2801196077
1251	0.2801172039
1252	0.2801159238
1253	0.2801147563
1254	0.2801129202
1255	0.28011151
1256	0.2801063148
1257	0.2801054106
1258	0.2801053929
1259	0.2800995333
1260	0.2800976112
1261	0.2800963012
1262	0.2800954679
1263	0.2800948961
1264	0.2800934252
1265	0.2800925654
1266	0.2800909327
1267	0.280090426
1268	0.2800876867
1269	0.2800861472
1270	0.2800842629
1271	0.2800829414
1272	0.2800814659
1273	0.2800786924
1274	0.2800768415
1275	0.2800753078
1276	0.2800740409
1277	0.28007192
1278	0.2800713647
1279	0.2800695357
1280	0.2800676499
1281	0.280066095
1282	0.2800645652
1283	0.2800627823
1284	0.2800610853
1285	0.2800597354
1286	0.2800573973
1287	0.2800535256
1288	0.2800526338
1289	0.2800494671
1290	0.2800437794
1291	0.2800427208
1292	0.2800410845
1293	0.280040281
1294	0.2800385584
1295	0.2800372274
1296	0.2800336564
1297	0.280032137
1298	0.28003022
1299	0.2800289804
1300	0.2800264617
1301	0.2800246684
1302	0.2800228713
1303	0.2800214751
1304	0.2800195611
1305	0.2800186349
1306	0.2800166178
1307	0.2800147697
1308	0.2800129363
1309	0.2800122618
1310	0.2800103407
1311	0.28000922
1312	0.2800070886
1313	0.2800063035
1314	0.280004828
1315	0.2800027763
1316	0.2800021833
1317	0.2799990981
1318	0.2799980688
1319	0.2799966493
1320	0.2799957415
1321	0.279993924
1322	0.2799903779
1323	0.2799878452
1324	0.2799856398
1325	0.2799822905
1326	0.279979419
1327	0.2799789642
1328	0.279975393
1329	0.2799719869
1330	0.2799704886
1331	0.2799685184
1332	0.2799673212
1333	0.2799657098
1334	0.2799642227
1335	0.2799632386
1336	0.2799614546
1337	0.2799604871
1338	0.2799593667
1339	0.2799574036
1340	0.2799554564
1341	0.2799531059
1342	0.2799514919
1343	0.279947818
1344	0.2799468091
1345	0.2799458862
1346	0.2799443687
1347	0.2799439198
1348	0.2799425077
1349	0.2799406871
1350	0.2799391368
1351	0.27993552
1352	0.2799328143
1353	0.2799319657
1354	0.2799305078
1355	0.2799250547
1356	0.2799235586
1357	0.2799219419
1358	0.2799204685
1359	0.2799169251
1360	0.2799146608
1361	0.2799111529
1362	0.2799093611
1363	0.2799078135
1364	0.2799073451
1365	0.2799055094
1366	0.2799027274
1367	0.279901975
1368	0.2799013331
1369	0.2798997847
1370	0.2798984521
1371	0.2798959943
1372	0.2798928035
1373	0.2798895069
1374	0.2798860486
1375	0.279884861
1376	0.2798837935
1377	0.2798827772
1378	0.2798813759
1379	0.2798784071
1380	0.2798760838
1381	0.2798726066
1382	0.2798700915
1383	0.279869045
1384	0.2798673034
1385	0.2798669022
1386	0.2798647618
1387	0.2798634326
1388	0.2798617177
1389	0.2798596164
1390	0.2798582089
1391	0.279857958
1392	0.2798565417
1393	0.2798558152
1394	0.2798532605
1395	0.2798514511
1396	0.2798480124
1397	0.2798464823
1398	0.2798430827
1399	0.2798422918
1400	0.2798414661
1401	0.2798407582
1402	0.279840569
1403	0.2798394534
1404	0.2798352529
1405	0.2798333888
1406	0.2798307501
1407	0.2798290003
1408	0.2798283048
1409	0.2798279808
1410	0.279827599
1411	0.2798251411
1412	0.2798242664
1413	0.2798222182
1414	0.2798203254
1415	0.279819741
1416	0.2798183539
1417	0.2798179526
1418	0.2798172481
1419	0.2798146639
1420	0.2798134957
1421	0.279811918
1422	0.2798101758
1423	0.27980922
1424	0.2798092026
1425	0.2798071547
1426	0.2798064051
1427	0.2798051038
1428	0.2798026469
1429	0.279801293
1430	0.2798000666
1431	0.2797985261
1432	0.2797971841
1433	0.2797951748
1434	0.2797944109
1435	0.2797930021
1436	0.2797915439
1437	0.2797902186
1438	0.2797876946
1439	0.2797845961
1440	0.2797828038
1441	0.279780728
1442	0.2797753609
1443	0.2797738393
1444	0.2797724794
1445	0.2797706169
1446	0.2797694075
1447	0.279768751
1448	0.2797681575
1449	0.279766814
1450	0.2797644313
1451	0.2797611915
1452	0.2797591471
1453	0.2797565964
1454	0.2797544189
1455	0.2797531105
1456	0.2797515815
1457	0.2797510797
1458	0.2797478897
1459	0.2797447411
1460	0.2797433038
1461	0.2797423482
1462	0.2797408843
1463	0.2797357261
1464	0.2797341337
1465	0.2797326522
1466	0.2797320351
1467	0.279732019
1468	0.2797317727
1469	0.2797315424
1470	0.2797305473
1471	0.2797293486
1472	0.2797284515
1473	0.2797257674
1474	0.2797254244
1475	0.2797236376
1476	0.2797220885
1477	0.2797194308
1478	0.2797180208
1479	0.2797162944
1480	0.2797158027
1481	0.2797143238
1482	0.279713867
1483	0.2797138516
1484	0.2797107645
1485	0.279709305
1486	0.2797080517
1487	0.2797069157
1488	0.2797038229
1489	0.27970078
1490	0.2796998245
1491	0.279697576
1492	0.2796964143
1493	0.2796913175
1494	0.2796890981
1495	0.2796865692
1496	0.2796860962
1497	0.2796843853
1498	0.279680995
1499	0.2796803155
1500	0.2796797045
1501	0.2796765254
1502	0.2796753074
1503	0.2796738707
1504	0.2796718053
1505	0.2796708112
1506	0.2796700222
1507	0.2796694252
1508	0.2796643078
1509	0.2796632944
1510	0.2796618807
1511	0.279659297
1512	0.2796589326
